seasonality,weather_condition,category,store_id,region,total_units_sold,total_revenue,avg_daily_sales,avg_inventory_level,days_count,category_baseline,seasonal_index,impact_classification
Summer,Snowy,Clothing,S001,West,6623,337348.22,95.99,146,51,105.23,91.21,NORMAL_IMPACT
Summer,Snowy,Clothing,S004,East,5525,248324.41,96.93,144,42,103.72,93.45,NORMAL_IMPACT
Summer,Snowy,Clothing,S003,West,7459,387466.02,103.60,152,49,103.33,100.26,NORMAL_IMPACT
Summer,Snowy,Clothing,S003,South,5294,268142.72,98.04,151,40,101.72,96.38,NORMAL_IMPACT
Summer,Snowy,Clothing,S003,East,6061,302959.88,86.59,131,49,104.96,82.49,NORMAL_IMPACT
Summer,Snowy,Clothing,S003,North,5481,297394.34,92.90,143,44,106.03,87.62,NORMAL_IMPACT
Summer,Snowy,Clothing,S002,West,5184,246027.37,84.98,137,42,101.23,83.95,NORMAL_IMPACT
Summer,Snowy,Clothing,S002,South,5275,256191.57,90.95,138,39,104.91,86.69,NORMAL_IMPACT
Summer,Snowy,Clothing,S002,North,6294,313263.67,92.56,146,49,101.95,90.79,NORMAL_IMPACT
Summer,Snowy,Clothing,S001,North,5983,322453.08,94.97,148,50,103.17,92.05,NORMAL_IMPACT
Summer,Snowy,Clothing,S002,East,6376,320776.80,106.27,161,44,103.62,102.55,NORMAL_IMPACT
Summer,Snowy,Clothing,S001,East,5752,265351.77,92.77,141,43,104.88,88.46,NORMAL_IMPACT
Summer,Snowy,Clothing,S001,South,6078,339046.52,92.09,144,48,101.50,90.73,NORMAL_IMPACT
Summer,Snowy,Clothing,S004,South,6446,352267.51,102.32,158,43,105.08,97.37,NORMAL_IMPACT
Summer,Snowy,Clothing,S004,West,6352,328592.36,93.41,144,52,103.08,90.62,NORMAL_IMPACT
Summer,Snowy,Clothing,S005,East,6122,296661.16,100.36,146,42,104.19,96.33,NORMAL_IMPACT
Summer,Snowy,Clothing,S005,North,5933,315752.19,94.17,140,43,102.63,91.76,NORMAL_IMPACT
Summer,Snowy,Clothing,S005,South,6196,319889.19,99.94,143,46,103.10,96.93,NORMAL_IMPACT
Summer,Snowy,Clothing,S005,West,6423,324546.19,91.76,143,50,104.39,87.90,NORMAL_IMPACT
Summer,Snowy,Clothing,S004,North,6894,351372.04,97.10,138,47,104.39,93.01,NORMAL_IMPACT
Summer,Sunny,Clothing,S003,South,5556,297417.27,89.61,139,49,101.72,88.10,NORMAL_IMPACT
Summer,Sunny,Clothing,S005,West,7622,364153.74,97.72,149,53,104.39,93.61,NORMAL_IMPACT
Summer,Sunny,Clothing,S005,South,5860,318557.87,91.56,134,49,103.10,88.81,NORMAL_IMPACT
Summer,Sunny,Clothing,S005,North,6307,314085.06,87.60,138,53,102.63,85.35,NORMAL_IMPACT
Summer,Sunny,Clothing,S005,East,5150,264117.33,93.64,145,42,104.19,89.87,NORMAL_IMPACT
Summer,Sunny,Clothing,S004,West,5110,259493.94,98.27,144,37,103.08,95.34,NORMAL_IMPACT
Summer,Sunny,Clothing,S004,South,7038,358910.48,93.84,142,52,105.08,89.30,NORMAL_IMPACT
Summer,Sunny,Clothing,S004,North,6751,336744.10,97.84,147,51,104.39,93.72,NORMAL_IMPACT
Summer,Sunny,Clothing,S004,East,5414,256780.74,94.98,138,44,103.72,91.57,NORMAL_IMPACT
Summer,Sunny,Clothing,S003,North,5261,266163.18,99.26,157,43,106.03,93.62,NORMAL_IMPACT
Summer,Sunny,Clothing,S003,East,6265,340166.36,96.38,148,51,104.96,91.83,NORMAL_IMPACT
Summer,Sunny,Clothing,S002,West,6175,325143.90,89.49,143,48,101.23,88.40,NORMAL_IMPACT
Summer,Sunny,Clothing,S002,South,4348,222518.65,92.51,146,37,104.91,88.18,NORMAL_IMPACT
Summer,Sunny,Clothing,S002,North,6166,323726.64,94.86,141,50,101.95,93.05,NORMAL_IMPACT
Summer,Sunny,Clothing,S001,West,6462,362844.28,95.03,147,49,105.23,90.30,NORMAL_IMPACT
Summer,Sunny,Clothing,S002,East,7671,376123.56,97.10,158,50,103.62,93.71,NORMAL_IMPACT
Summer,Sunny,Clothing,S001,South,6666,354465.11,96.61,145,51,101.50,95.18,NORMAL_IMPACT
Summer,Sunny,Clothing,S001,East,4701,269591.68,97.94,139,40,104.88,93.38,NORMAL_IMPACT
Summer,Sunny,Clothing,S003,West,5236,268938.81,93.50,137,46,103.33,90.49,NORMAL_IMPACT
Summer,Sunny,Clothing,S001,North,5339,294298.79,95.34,142,39,103.17,92.41,NORMAL_IMPACT
Winter,Cloudy,Clothing,S003,West,9001,412085.11,128.59,172,53,103.33,124.44,HIGH_IMPACT
Winter,Cloudy,Clothing,S001,East,10922,588818.28,140.03,191,61,104.88,133.51,HIGH_IMPACT
Winter,Cloudy,Clothing,S005,West,10555,564113.31,137.08,182,61,104.39,131.32,HIGH_IMPACT
Winter,Cloudy,Clothing,S005,South,10135,525547.01,136.96,185,56,103.10,132.84,HIGH_IMPACT
Winter,Cloudy,Clothing,S003,North,11270,520072.87,135.78,186,63,106.03,128.06,HIGH_IMPACT
Winter,Cloudy,Clothing,S001,North,10517,518089.27,128.26,174,61,103.17,124.32,HIGH_IMPACT
Winter,Cloudy,Clothing,S005,East,9204,492630.87,122.72,174,57,104.19,117.79,NORMAL_IMPACT
Winter,Cloudy,Clothing,S004,West,10083,464370.14,130.95,174,56,103.08,127.04,HIGH_IMPACT
Winter,Cloudy,Clothing,S004,South,10441,515293.20,128.90,177,61,105.08,122.67,HIGH_IMPACT
Winter,Cloudy,Clothing,S005,North,10464,594686.70,132.46,184,61,102.63,129.06,HIGH_IMPACT
Winter,Cloudy,Clothing,S004,North,12832,694960.31,144.18,194,61,104.39,138.11,HIGH_IMPACT
Winter,Cloudy,Clothing,S001,South,10277,572240.32,133.47,186,57,101.50,131.50,HIGH_IMPACT
Winter,Cloudy,Clothing,S004,East,9653,500213.81,122.19,161,60,103.72,117.81,NORMAL_IMPACT
Winter,Cloudy,Clothing,S001,West,10084,533899.80,134.45,189,55,105.23,127.77,HIGH_IMPACT
Winter,Cloudy,Clothing,S002,East,12114,702083.62,133.12,183,69,103.62,128.47,HIGH_IMPACT
Winter,Cloudy,Clothing,S002,North,12264,590990.09,136.27,179,67,101.95,133.67,HIGH_IMPACT
Winter,Cloudy,Clothing,S002,South,10460,504788.47,129.14,181,55,104.91,123.09,HIGH_IMPACT
Winter,Cloudy,Clothing,S002,West,10252,528549.84,128.15,180,60,101.23,126.59,HIGH_IMPACT
Winter,Cloudy,Clothing,S003,East,10481,498775.85,134.37,181,61,104.96,128.02,HIGH_IMPACT
Winter,Cloudy,Clothing,S003,South,13438,667460.04,131.75,180,75,101.72,129.52,HIGH_IMPACT
Winter,Rainy,Clothing,S003,South,11775,543591.18,135.34,184,67,101.72,133.06,HIGH_IMPACT
Winter,Rainy,Clothing,S003,North,11314,585055.76,130.05,178,68,106.03,122.65,HIGH_IMPACT
Winter,Rainy,Clothing,S001,East,13251,688315.20,136.61,189,69,104.88,130.25,HIGH_IMPACT
Winter,Rainy,Clothing,S001,North,10389,525463.84,126.70,179,60,103.17,122.80,HIGH_IMPACT
Winter,Rainy,Clothing,S001,South,9889,489204.91,131.85,177,59,101.50,129.91,HIGH_IMPACT
Winter,Rainy,Clothing,S001,West,11916,627413.31,128.13,176,65,105.23,121.76,HIGH_IMPACT
Winter,Rainy,Clothing,S002,East,8938,426918.96,135.42,188,53,103.62,130.69,HIGH_IMPACT
Winter,Rainy,Clothing,S002,North,8437,438466.63,120.53,171,58,101.95,118.23,NORMAL_IMPACT
Winter,Rainy,Clothing,S002,South,11772,594878.78,135.31,181,62,104.91,128.97,HIGH_IMPACT
Winter,Rainy,Clothing,S002,West,11869,629008.54,130.43,177,66,101.23,128.84,HIGH_IMPACT
Winter,Rainy,Clothing,S003,East,11050,588166.11,141.67,192,59,104.96,134.97,HIGH_IMPACT
Winter,Rainy,Clothing,S005,West,10571,529241.63,128.91,179,56,104.39,123.50,HIGH_IMPACT
Winter,Rainy,Clothing,S005,South,11298,623874.32,129.86,182,64,103.10,125.96,HIGH_IMPACT
Winter,Rainy,Clothing,S005,North,10348,539554.45,127.75,173,61,102.63,124.48,HIGH_IMPACT
Winter,Rainy,Clothing,S005,East,13855,722093.18,139.95,191,66,104.19,134.33,HIGH_IMPACT
Winter,Rainy,Clothing,S004,West,11834,592539.06,125.89,177,64,103.08,122.14,HIGH_IMPACT
Winter,Rainy,Clothing,S004,South,11776,612232.19,130.84,181,64,105.08,124.52,HIGH_IMPACT
Winter,Rainy,Clothing,S004,North,9257,471485.34,132.24,185,53,104.39,126.68,HIGH_IMPACT
Winter,Rainy,Clothing,S004,East,10263,517321.96,135.04,186,62,103.72,130.19,HIGH_IMPACT
Winter,Rainy,Clothing,S003,West,10390,544977.90,123.69,166,68,103.33,119.71,NORMAL_IMPACT
Winter,Snowy,Clothing,S001,East,10346,576956.93,137.95,188,58,104.88,131.53,HIGH_IMPACT
Winter,Snowy,Clothing,S005,South,10478,561191.03,132.63,181,57,103.10,128.65,HIGH_IMPACT
Winter,Snowy,Clothing,S005,North,10431,552932.52,130.39,181,60,102.63,127.04,HIGH_IMPACT
Winter,Snowy,Clothing,S005,West,9299,498120.65,132.84,177,56,104.39,127.26,HIGH_IMPACT
Winter,Snowy,Clothing,S003,South,10282,513472.27,130.15,179,59,101.72,127.95,HIGH_IMPACT
Winter,Snowy,Clothing,S003,West,11078,571268.08,130.33,180,69,103.33,126.13,HIGH_IMPACT
Winter,Snowy,Clothing,S004,East,11112,562775.16,135.51,180,58,103.72,130.65,HIGH_IMPACT
Winter,Snowy,Clothing,S004,North,10028,507442.64,130.23,180,60,104.39,124.75,HIGH_IMPACT
Winter,Snowy,Clothing,S004,South,13933,694199.98,133.97,182,73,105.08,127.49,HIGH_IMPACT
Winter,Snowy,Clothing,S004,West,12562,677609.64,133.64,185,77,103.08,129.65,HIGH_IMPACT
Winter,Snowy,Clothing,S001,South,12768,624923.33,140.31,191,65,101.50,138.24,HIGH_IMPACT
Winter,Snowy,Clothing,S005,East,10435,550461.18,130.44,181,60,104.19,125.20,HIGH_IMPACT
Winter,Snowy,Clothing,S003,North,12165,617927.61,138.24,187,65,106.03,130.38,HIGH_IMPACT
Winter,Snowy,Clothing,S002,East,10973,584574.77,129.09,175,64,103.62,124.58,HIGH_IMPACT
Winter,Snowy,Clothing,S003,East,11217,593674.38,140.21,191,63,104.96,133.59,HIGH_IMPACT
Winter,Snowy,Clothing,S002,West,11902,594268.54,136.80,192,68,101.23,135.14,HIGH_IMPACT
Winter,Snowy,Clothing,S002,South,14222,769715.06,138.08,182,71,104.91,131.61,HIGH_IMPACT
Winter,Snowy,Clothing,S002,North,9912,514304.89,130.42,178,54,101.95,127.93,HIGH_IMPACT
Winter,Snowy,Clothing,S001,West,10817,542851.31,130.33,180,56,105.23,123.84,HIGH_IMPACT
Winter,Snowy,Clothing,S001,North,11578,610038.71,130.09,185,67,103.17,126.09,HIGH_IMPACT
Winter,Sunny,Clothing,S003,North,11452,586266.98,137.98,189,63,106.03,130.13,HIGH_IMPACT
Winter,Sunny,Clothing,S003,East,11200,559738.74,128.74,175,63,104.96,122.65,HIGH_IMPACT
Winter,Sunny,Clothing,S002,West,9710,480223.76,126.10,180,53,101.23,124.57,HIGH_IMPACT
Winter,Sunny,Clothing,S002,South,11318,564222.70,134.74,183,61,104.91,128.43,HIGH_IMPACT
Winter,Sunny,Clothing,S002,North,12272,594696.51,131.96,176,66,101.95,129.44,HIGH_IMPACT
Winter,Sunny,Clothing,S002,East,9132,474866.69,130.46,168,56,103.62,125.90,HIGH_IMPACT
Winter,Sunny,Clothing,S001,West,10917,562216.31,131.53,181,61,105.23,124.99,HIGH_IMPACT
Winter,Sunny,Clothing,S001,South,10550,474663.82,131.88,177,61,101.50,129.93,HIGH_IMPACT
Winter,Sunny,Clothing,S001,North,11792,583122.36,129.58,188,62,103.17,125.60,HIGH_IMPACT
Winter,Sunny,Clothing,S001,East,9860,507427.84,123.25,168,60,104.88,117.52,NORMAL_IMPACT
Winter,Sunny,Clothing,S005,South,13226,664052.28,127.17,179,71,103.10,123.35,HIGH_IMPACT
Winter,Sunny,Clothing,S005,West,11327,561011.42,127.27,175,69,104.39,121.92,HIGH_IMPACT
Winter,Sunny,Clothing,S005,East,11021,599990.37,131.20,184,58,104.19,125.93,HIGH_IMPACT
Winter,Sunny,Clothing,S004,West,8912,414385.17,123.78,176,57,103.08,120.09,HIGH_IMPACT
Winter,Sunny,Clothing,S004,South,9859,535240.55,128.04,182,56,105.08,121.85,HIGH_IMPACT
Winter,Sunny,Clothing,S004,North,11056,587881.35,127.08,175,69,104.39,121.73,HIGH_IMPACT
Winter,Sunny,Clothing,S004,East,10813,556770.28,131.87,184,62,103.72,127.13,HIGH_IMPACT
Winter,Sunny,Clothing,S003,West,10768,547403.18,136.30,188,63,103.33,131.91,HIGH_IMPACT
Winter,Sunny,Clothing,S005,North,12126,582457.69,133.25,187,61,102.63,129.83,HIGH_IMPACT
Winter,Sunny,Clothing,S003,South,9668,472409.78,119.36,169,60,101.72,117.34,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S001,North,4458,243715.24,90.98,138,40,88.50,102.81,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S001,South,3628,178948.41,95.47,145,34,87.47,109.15,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S001,West,5783,287122.61,93.27,149,50,89.22,104.54,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S002,East,4487,201389.98,83.09,136,44,90.54,91.78,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S001,East,5008,264836.69,87.86,141,44,90.18,97.42,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S002,North,4798,236107.38,94.08,144,41,89.18,105.49,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S002,South,3668,190153.77,99.14,155,29,90.31,109.77,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S002,West,4574,240984.57,87.96,140,43,89.34,98.46,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S003,East,4794,260437.66,95.88,145,42,89.25,107.42,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S003,North,3964,207492.66,94.38,132,35,89.40,105.58,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S003,South,4207,215035.79,97.84,148,40,89.54,109.27,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S003,West,4570,211501.08,91.40,143,36,91.08,100.35,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S005,West,4583,224556.46,95.48,137,37,90.99,104.94,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S005,South,3404,177257.50,83.02,126,33,91.09,91.14,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S005,North,5369,270489.70,95.88,143,42,88.04,108.90,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S005,East,3309,173828.73,84.85,126,31,88.71,95.65,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S004,West,4491,241446.83,91.65,139,39,87.39,104.88,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S004,South,4176,198673.19,107.08,161,30,90.55,118.25,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S004,North,4999,244342.16,87.70,143,40,90.81,96.58,NORMAL_IMPACT
Autumn,Cloudy,Electronics,S004,East,4409,234660.46,100.20,148,34,88.87,112.75,NORMAL_IMPACT
Autumn,Rainy,Electronics,S001,East,3795,197966.83,75.90,128,38,90.18,84.16,NORMAL_IMPACT
Autumn,Rainy,Electronics,S001,South,2889,158794.97,70.46,117,35,87.47,80.56,NORMAL_IMPACT
Autumn,Rainy,Electronics,S002,East,3699,183394.81,75.49,117,37,90.54,83.38,NORMAL_IMPACT
Autumn,Rainy,Electronics,S001,West,3857,160076.84,77.14,117,44,89.22,86.46,NORMAL_IMPACT
Autumn,Rainy,Electronics,S002,North,4580,194227.22,80.35,137,43,89.18,90.10,NORMAL_IMPACT
Autumn,Rainy,Electronics,S002,South,3618,187662.64,84.14,128,34,90.31,93.17,NORMAL_IMPACT
Autumn,Rainy,Electronics,S002,West,2793,127012.81,73.50,119,36,89.34,82.27,NORMAL_IMPACT
Autumn,Rainy,Electronics,S003,East,3406,173556.10,69.51,120,41,89.25,77.88,LOW_IMPACT
Autumn,Rainy,Electronics,S003,North,3315,182357.69,70.53,122,37,89.40,78.90,LOW_IMPACT
Autumn,Rainy,Electronics,S003,West,3658,175827.18,73.16,117,37,91.08,80.33,NORMAL_IMPACT
Autumn,Rainy,Electronics,S001,North,3184,164558.15,83.79,137,33,88.50,94.68,NORMAL_IMPACT
Autumn,Rainy,Electronics,S003,South,3531,173163.83,78.47,126,34,89.54,87.63,NORMAL_IMPACT
Autumn,Rainy,Electronics,S004,East,2846,129085.94,67.76,120,34,88.87,76.25,LOW_IMPACT
Autumn,Rainy,Electronics,S004,North,2936,139253.32,79.35,134,31,90.81,87.38,NORMAL_IMPACT
Autumn,Rainy,Electronics,S004,South,3522,197772.52,73.38,126,41,90.55,81.03,NORMAL_IMPACT
Autumn,Rainy,Electronics,S004,West,3841,224596.40,75.31,129,43,87.39,86.18,NORMAL_IMPACT
Autumn,Rainy,Electronics,S005,East,3319,166586.49,77.19,125,38,88.71,87.01,NORMAL_IMPACT
Autumn,Rainy,Electronics,S005,North,3968,239925.67,70.86,117,46,88.04,80.48,NORMAL_IMPACT
Autumn,Rainy,Electronics,S005,South,3761,183534.03,78.35,118,40,91.09,86.02,NORMAL_IMPACT
Autumn,Rainy,Electronics,S005,West,3795,203464.16,80.74,125,38,90.99,88.74,NORMAL_IMPACT
Autumn,Snowy,Electronics,S001,North,3739,197437.27,98.39,156,33,88.50,111.19,NORMAL_IMPACT
Autumn,Snowy,Electronics,S001,South,3979,215253.41,90.43,133,37,87.47,103.39,NORMAL_IMPACT
Autumn,Snowy,Electronics,S001,West,4188,211271.37,99.71,165,35,89.22,111.76,NORMAL_IMPACT
Autumn,Snowy,Electronics,S002,East,4950,225518.28,93.40,146,40,90.54,103.16,NORMAL_IMPACT
Autumn,Snowy,Electronics,S002,South,3983,194865.04,97.15,144,32,90.31,107.57,NORMAL_IMPACT
Autumn,Snowy,Electronics,S002,West,3967,206572.83,101.72,146,32,89.34,113.86,NORMAL_IMPACT
Autumn,Snowy,Electronics,S003,East,4857,247047.59,93.40,146,41,89.25,104.65,NORMAL_IMPACT
Autumn,Snowy,Electronics,S002,North,4622,229906.49,100.48,149,35,89.18,112.67,NORMAL_IMPACT
Autumn,Snowy,Electronics,S003,North,5101,231666.52,98.10,152,39,89.40,109.73,NORMAL_IMPACT
Autumn,Snowy,Electronics,S003,South,4477,217373.47,95.26,140,39,89.54,106.38,NORMAL_IMPACT
Autumn,Snowy,Electronics,S003,West,3922,185762.79,95.66,149,35,91.08,105.03,NORMAL_IMPACT
Autumn,Snowy,Electronics,S004,East,4811,228554.50,92.52,151,37,88.87,104.10,NORMAL_IMPACT
Autumn,Snowy,Electronics,S004,North,3993,190958.71,97.39,144,34,90.81,107.25,NORMAL_IMPACT
Autumn,Snowy,Electronics,S004,South,4177,222350.33,97.14,149,37,90.55,107.28,NORMAL_IMPACT
Autumn,Snowy,Electronics,S004,West,4047,200086.83,91.98,137,35,87.39,105.25,NORMAL_IMPACT
Autumn,Snowy,Electronics,S005,East,3855,191759.18,94.02,152,33,88.71,105.99,NORMAL_IMPACT
Autumn,Snowy,Electronics,S005,North,3742,183074.36,91.27,138,35,88.04,103.67,NORMAL_IMPACT
Autumn,Snowy,Electronics,S005,South,3464,168887.51,96.22,148,32,91.09,105.63,NORMAL_IMPACT
Autumn,Snowy,Electronics,S005,West,4320,227051.11,98.18,141,37,90.99,107.91,NORMAL_IMPACT
Autumn,Snowy,Electronics,S001,East,4296,183386.39,102.29,152,37,90.18,113.42,NORMAL_IMPACT
Autumn,Sunny,Electronics,S005,North,5265,292785.54,92.37,142,44,88.04,104.92,NORMAL_IMPACT
Autumn,Sunny,Electronics,S005,East,3454,182215.89,95.94,145,30,88.71,108.16,NORMAL_IMPACT
Autumn,Sunny,Electronics,S004,West,4011,179612.40,97.83,145,35,87.39,111.94,NORMAL_IMPACT
Autumn,Sunny,Electronics,S004,South,4866,279111.17,97.32,140,41,90.55,107.48,NORMAL_IMPACT
Autumn,Sunny,Electronics,S004,North,5128,278538.24,100.55,152,43,90.81,110.73,NORMAL_IMPACT
Autumn,Sunny,Electronics,S004,East,4657,221484.89,99.09,146,37,88.87,111.49,NORMAL_IMPACT
Autumn,Sunny,Electronics,S005,West,4398,210195.92,95.61,140,37,90.99,105.08,NORMAL_IMPACT
Autumn,Sunny,Electronics,S003,South,4007,204069.24,102.74,144,31,89.54,114.75,NORMAL_IMPACT
Autumn,Sunny,Electronics,S003,North,4046,190942.73,94.09,141,35,89.40,105.25,NORMAL_IMPACT
Autumn,Sunny,Electronics,S001,North,4360,238284.44,88.98,138,37,88.50,100.55,NORMAL_IMPACT
Autumn,Sunny,Electronics,S001,East,4606,222686.45,95.96,146,42,90.18,106.41,NORMAL_IMPACT
Autumn,Sunny,Electronics,S005,South,5361,273354.57,94.05,143,44,91.09,103.25,NORMAL_IMPACT
Autumn,Sunny,Electronics,S003,East,4783,254758.54,101.77,153,37,89.25,114.02,NORMAL_IMPACT
Autumn,Sunny,Electronics,S002,West,5277,264045.00,107.69,154,39,89.34,120.55,HIGH_IMPACT
Autumn,Sunny,Electronics,S002,South,4790,222114.23,92.12,145,43,90.31,102.00,NORMAL_IMPACT
Autumn,Sunny,Electronics,S002,North,4573,222907.80,97.30,141,40,89.18,109.10,NORMAL_IMPACT
Autumn,Sunny,Electronics,S002,East,2789,128619.26,99.61,145,21,90.54,110.02,NORMAL_IMPACT
Autumn,Sunny,Electronics,S001,West,3942,196097.73,89.59,132,35,89.22,100.41,NORMAL_IMPACT
Autumn,Sunny,Electronics,S001,South,4083,179751.75,92.80,139,36,87.47,106.09,NORMAL_IMPACT
